t,phi,omega,theta,domega_dt,domega_dt_noisy
1.755151030206041085e+01,-6.011169672448925944e-02,6.455169830643887607e-01,-1.040359808185924301e-01,5.309276564515471586e-01,1.005406769196127259e+00
1.755551110222044287e+01,-5.752493959957587916e-02,6.475836475647018808e-01,-1.036756025623922217e-01,5.021869002086085665e-01,5.563381163246353678e-01
1.755951190238047488e+01,-5.493014440794340147e-02,6.495351979554733202e-01,-1.032974484280348021e-01,4.733830103843589820e-01,5.826106004064506294e-01
1.756351270254050689e+01,-5.232777228688961779e-02,6.513713923575586984e-01,-1.029015978747992166e-01,4.445213793922665468e-01,1.640236483183119542e-01
1.756751350270053891e+01,-4.971828515321728703e-02,6.530920105298495537e-01,-1.024881333821898166e-01,4.156074014891655288e-01,5.521710719322553418e-01
1.757151430286057092e+01,-4.710214570323416339e-02,6.546968538692737871e-01,-1.020571404499362317e-01,3.866464723665268832e-01,4.360383462189489912e-01
1.757551510302060294e+01,-4.447981741275296164e-02,6.561857454107956622e-01,-1.016087075979934112e-01,3.576439887406570040e-01,1.852865541763902835e-01
1.757951590318063495e+01,-4.185176447172991865e-02,6.575585297895014669e-01,-1.011429263483209079e-01,3.286053472403389075e-01,5.865093344996625824e-01
1.758351670334066696e+01,-3.921845167908621227e-02,6.588150730788738807e-01,-1.006598911863143403e-01,2.995359428947513281e-01,2.989973434468651270e-01
1.758751750350069898e+01,-3.658034452106644074e-02,6.599552629550763383e-01,-1.001596995969626092e-01,2.704411695325405485e-01,4.000804994197957321e-01
1.759151830366073099e+01,-3.393790872733030983e-02,6.609790086581458501e-01,-9.964245196363269441e-02,2.413264145431044116e-01,3.334440062354686041e-01
1.759551910382076301e+01,-3.129161024040766348e-02,6.618862409824843862e-01,-9.910825156037776640e-02,2.121970581359043095e-01,7.235746918518626281e-02
1.759951990398079502e+01,-2.864191521569853238e-02,6.626769122768575437e-01,-9.855720455193706098e-02,1.830584729323967985e-01,2.409376682755418053e-01
1.760352070414082704e+01,-2.598929001538820630e-02,6.633509964389754376e-01,-9.798941999185974139e-02,1.539160234959489615e-01,4.307554741377244145e-01
1.760752150430085905e+01,-2.333420104992810218e-02,6.639084887100550336e-01,-9.740500976843258218e-02,1.247750642591885784e-01,-9.636224384629887840e-02
1.761152230446089106e+01,-2.067711490652145156e-02,6.643494057523992025e-01,-9.680408864376871536e-02,9.564094050686702819e-02,-1.117180667166884911e-01
1.761552310462092308e+01,-1.801849798983067019e-02,6.646737855741515766e-01,-9.618677416611740028e-02,6.651898408375823968e-02,-1.158212388183758185e-01
1.761952390478095509e+01,-1.535881638539190672e-02,6.648816874457130766e-01,-9.555318663115140720e-02,3.741451153845457012e-02,1.854943806261317440e-01
1.762352470494098711e+01,-1.269853585961503752e-02,6.649731918997419111e-01,-9.490344908196715612e-02,8.332823739215608483e-03,-8.415359502640303024e-02
1.762752550510101912e+01,-1.003812185816154237e-02,6.649484007285059173e-01,-9.423768730847432995e-02,-2.072079452084759493e-02,3.806372239403859464e-02
1.763152630526105114e+01,-7.378039412029501962e-03,6.648074367820528963e-01,-9.355602980880919906e-02,-4.974107586164407124e-02,1.786200574062279389e-01
1.763552710542108315e+01,-4.718753118112029715e-03,6.645504439584423162e-01,-9.285860778705436192e-02,-7.872277088775053722e-02,-3.039386092925622229e-01
1.763952790558111516e+01,-2.060726889970594319e-03,6.641775870943732452e-01,-9.214555508459741640e-02,-1.076606512340479715e-01,1.868917137701298359e-01
1.764352870574114718e+01,5.955761351741171300e-04,6.636890518606199940e-01,-9.141700814887894488e-02,-1.365495108989782935e-01,-1.309090201699887879e-01
1.764752950590117919e+01,3.249693597766313124e-03,6.630850447601317477e-01,-9.067310603290966442e-02,-1.653841665972167196e-01,-2.006055754525061241e-01
1.765153030606121121e+01,5.901163994219566986e-03,6.623657929761145313e-01,-8.991399036439784442e-02,-1.941594588997529736e-01,1.115703307374667219e-01
1.765553110622124322e+01,8.549526656099665917e-03,6.615315443486524671e-01,-8.913980535194589161e-02,-2.228702523174593275e-01,-1.316455654752282656e-01
1.765953190638127523e+01,1.119432200436070064e-02,6.605825671548520850e-01,-8.835069770344945728e-02,-2.515114383234228757e-01,-5.147889769720308539e-01
1.766353270654130725e+01,1.383509164920817235e-02,6.595191499943292568e-01,-8.754681659167154462e-02,-2.800779367082473770e-01,-2.921519407115810707e-01
1.766753350670133926e+01,1.647137839133316559e-02,6.583416017871611681e-01,-8.672831365375703594e-02,-3.085646958788698102e-01,-4.631017430697266235e-01
1.767153430686137128e+01,1.910272630666880189e-02,6.570502515894272033e-01,-8.589534295530834584e-02,-3.369666940047697512e-01,-2.840689677089563436e-01
1.767553510702140329e+01,2.172868069392152462e-02,6.556454486000101722e-01,-8.504806100783970924e-02,-3.652789387064477866e-01,-4.595815842479941127e-01
1.767953590718143531e+01,2.434878833886643112e-02,6.541275618587010232e-01,-8.418662667511182807e-02,-3.934964701049274427e-01,-4.616043205416893724e-01
1.768353670734146732e+01,2.696259763093511452e-02,6.524969800831801336e-01,-8.331120112931300614e-02,-4.216143622836150961e-01,-2.301315722555567211e-01
1.768753750750149933e+01,2.956965856321559782e-02,6.507541116690177541e-01,-8.242194785105919075e-02,-4.496277235093675273e-01,-7.886001332509304795e-01
1.769153830766153135e+01,3.216952279815478433e-02,6.488993845398626226e-01,-8.151903259975738780e-02,-4.775316971142453126e-01,-4.216228792299864248e-01
1.769553910782156336e+01,3.476174364900971175e-02,6.469332460415246899e-01,-8.060262341361983107e-02,-5.053214614530276982e-01,-5.523670595747457446e-01
1.769953990798159538e+01,3.734587619773117179e-02,6.448561628178420824e-01,-7.967289056806851899e-02,-5.329922313333573802e-01,-4.686360419732879534e-01
1.770354070814162739e+01,3.992147755635755413e-02,6.426686203823807064e-01,-7.873000646895565724e-02,-5.605392609118565739e-01,-1.035123291655994038e+00
1.770754150830165941e+01,4.248810687059513536e-02,6.403711231118373037e-01,-7.777414565104849575e-02,-5.879578438776682514e-01,-7.791474594797449527e-01
1.771154230846169142e+01,4.504532532066535949e-02,6.379641942440397173e-01,-7.680548477762168258e-02,-6.152433135916736129e-01,-6.970937087960576983e-01
1.771554310862172343e+01,4.759269623828962098e-02,6.354483755319472182e-01,-7.582420257946170805e-02,-6.423910443805823656e-01,-3.121990437430898213e-01
1.771954390878175545e+01,5.012978497348468537e-02,6.328242274011760538e-01,-7.483047991013197509e-02,-6.693964502221716462e-01,-9.209152221448453357e-01
1.772354470894178746e+01,5.265615917404689594e-02,6.300923284996807761e-01,-7.382449962828173395e-02,-6.962549877538357634e-01,-9.214020518154495409e-01
1.772754550910181948e+01,5.517138896203717391e-02,6.272532753348786239e-01,-7.280644651666823286e-02,-7.229621581628231652e-01,-7.615874395651154316e-01
1.773154630926185149e+01,5.767504693378100455e-02,6.243076822736498555e-01,-7.177650728215663467e-02,-7.495135072335307180e-01,-6.863000046549978528e-01
1.773554710942188350e+01,6.016670815986847193e-02,6.212561815423376377e-01,-7.073487055572012794e-02,-7.759046253777041047e-01,-8.988320880512966626e-01
1.773954790958191552e+01,6.264595028708674906e-02,6.180994228785806621e-01,-6.968172683280132729e-02,-8.021311486634439269e-01,-7.852672396799142973e-01
1.774354870974194753e+01,6.511235344234550526e-02,6.148380735733557367e-01,-6.861726851003510652e-02,-8.281887577709742265e-01,-1.155654021086347072e+00
1.774754950990197955e+01,6.756550040296288584e-02,6.114728182329921546e-01,-6.754168981403740890e-02,-8.540731797652607593e-01,-5.165111427364696972e-01
1.775155031006201156e+01,7.000497685755951993e-02,6.080043581447204248e-01,-6.645518666818382714e-02,-8.797801907299969137e-01,-9.478435723960166870e-01
1.775555111022204358e+01,7.243037140660205098e-02,6.044334112751690302e-01,-6.535795669231769800e-02,-9.053056157158453354e-01,-8.800469756160151924e-01
1.775955191038207559e+01,7.484127556240312285e-02,6.007607122703649827e-01,-6.425019920275007457e-02,-9.306453286655728130e-01,-3.904818216665162378e-01
1.776355271054210760e+01,7.723728378187465216e-02,5.969870123353691049e-01,-6.313211519127367999e-02,-9.557952526463338039e-01,-1.068536070891929368e+00
1.776755351070213962e+01,7.961799354391060901e-02,5.931130787269951465e-01,-6.200390725811000953e-02,-9.807513604449548117e-01,-1.229178022204365117e+00
1.777155431086217163e+01,8.198300521053376866e-02,5.891396952544780685e-01,-6.086577970331993881e-02,-1.005509673060276166e+00,-1.203601142420122061e+00
1.777555511102220365e+01,8.433192243011225497e-02,5.850676612210979899e-01,-5.971793830444846463e-02,-1.030066263673212967e+00,-6.960976062948214249e-01
1.777955591118223566e+01,8.666435218516541084e-02,5.808977912779625941e-01,-5.856059028833142388e-02,-1.054417257966820731e+00,-1.092505247281966962e+00
1.778355671134226768e+01,8.897990479236383976e-02,5.766309154240081281e-01,-5.739394433109555604e-02,-1.078558833946977158e+00,-1.235355400386336289e+00
1.778755751150229969e+01,9.127819390252932263e-02,5.722678790059988474e-01,-5.621821055815844070e-02,-1.102487221745943602e+00,-1.109901938363826890e+00
1.779155831166233170e+01,9.355883657843877543e-02,5.678095423510850503e-01,-5.503360048415873590e-02,-1.126198704160367381e+00,-1.135958517790339073e+00
1.779555911182236372e+01,9.582145323490295907e-02,5.632567806638180130e-01,-5.384032702597828235e-02,-1.149689615739169835e+00,-9.484393984976651204e-01
1.779955991198239573e+01,9.806566770451972948e-02,5.586104840819092754e-01,-5.263860448812930637e-02,-1.172956343269532464e+00,-1.028902137156202379e+00
1.780356071214242775e+01,1.002911075451769635e-01,5.538715566632692600e-01,-5.142864836545475021e-02,-1.195995328601876073e+00,-1.120550425737538269e+00
1.780756151230245976e+01,1.024974040447248491e-01,5.490409163683185323e-01,-5.021067533991457194e-02,-1.218803068418306879e+00,-1.122195518418553029e+00
1.781156231246249178e+01,1.046841922209760523e-01,5.441194950599875790e-01,-4.898490328058571763e-02,-1.241376113938972070e+00,-1.402536319155449185e+00
1.781556311262252379e+01,1.068511108217575223e-01,5.391082385034774438e-01,-4.775155124362004400e-02,-1.263711070613376730e+00,-1.515512009205034705e+00
1.781956391278255580e+01,1.089978024221703867e-01,5.340081057861766345e-01,-4.651083938035780602e-02,-1.285804598707945168e+00,-1.204533086948682552e+00
1.782356471294258782e+01,1.111239132783248401e-01,5.288200696705439574e-01,-4.526298902526584844e-02,-1.307653411462807558e+00,-1.202249835209906914e+00
1.782756551310261983e+01,1.132290935398542614e-01,5.235451160830820738e-01,-4.400822257372542790e-02,-1.329254276924403344e+00,-1.294831932417365161e+00
1.783156631326265185e+01,1.153129974461742507e-01,5.181842433415539961e-01,-4.274676333679589685e-02,-1.350604019521466137e+00,-1.292881622260858787e+00
1.783556711342268386e+01,1.173752833264826156e-01,5.127384621549831989e-01,-4.147883554121475913e-02,-1.371699519685772195e+00,-1.245005470884386511e+00
1.783956791358271587e+01,1.194156135997594126e-01,5.072087956236540629e-01,-4.020466432939763524e-02,-1.392537713459537363e+00,-1.620350834952791752e+00
1.784356871374274789e+01,1.214336547777375985e-01,5.015962792223597200e-01,-3.892447575655200165e-02,-1.413115592118075137e+00,-1.480654353248555433e+00
1.784756951390277990e+01,1.234290775480406388e-01,4.959019601369054620e-01,-3.763849668800187120e-02,-1.433430202495350914e+00,-1.606338820376939758e+00
1.785157031406281192e+01,1.254015566179606245e-01,4.901268978795839670e-01,-3.634695492277442014e-02,-1.453478645004674608e+00,-1.825125486915802231e+00
1.785557111422284393e+01,1.273507709871618543e-01,4.842721633600002296e-01,-3.505007899944283939e-02,-1.473258075939046785e+00,-1.366413601657135102e+00
1.785957191438287595e+01,1.292764040622441934e-01,4.783388383530386978e-01,-3.374809809788520409e-02,-1.492765708138847458e+00,-1.537946884782017021e+00
1.786357271454290796e+01,1.311781436567429349e-01,4.723280154988631629e-01,-3.244124203928445971e-02,-1.511998810532177773e+00,-1.430114616848695119e+00
1.786757351470293997e+01,1.330556819911288824e-01,4.662407983029168146e-01,-3.112974128612842201e-02,-1.530954707665118653e+00,-1.404285936681359592e+00
1.787157431486297199e+01,1.349087157030721684e-01,4.600783010625851266e-01,-2.981382692970131407e-02,-1.549630779316985230e+00,-1.730045003874510545e+00
1.787557511502300400e+01,1.367369458878084920e-01,4.538416482812377417e-01,-2.849373060307585845e-02,-1.568024460317029467e+00,-1.266205726603945259e+00
1.787957591518303602e+01,1.385400779987946696e-01,4.475319752942060747e-01,-2.716968459290599117e-02,-1.586133239113883597e+00,-1.525130022198030177e+00
1.788357671534306803e+01,1.403178221191108133e-01,4.411504270779431081e-01,-2.584192160525073528e-02,-1.603954659945571404e+00,-1.401795501020162149e+00
1.788757751550310005e+01,1.420698930100798840e-01,4.346981579798754880e-01,-2.451067471623642746e-02,-1.621486322797914603e+00,-1.282359970653818015e+00
1.789157831566313206e+01,1.437960101112677191e-01,4.281763317184039130e-01,-2.317617737205674225e-02,-1.638725882890536223e+00,-1.733690520967815951e+00
1.789557911582316407e+01,1.454958975404830324e-01,4.215861213829028564e-01,-2.183866338897267473e-02,-1.655671050156628521e+00,-1.778601962264649172e+00
1.789957991598319609e+01,1.471692841160966159e-01,4.149287092075122363e-01,-2.049836691499476796e-02,-1.672319588910464727e+00,-1.636147417781189439e+00
1.790358071614322810e+01,1.488159033264484510e-01,4.082052863660519115e-01,-1.915552240845218648e-02,-1.688669316943990584e+00,-1.466384803034555873e+00
1.790758151630326012e+01,1.504354933699289243e-01,4.014170530849913154e-01,-1.781036464429374550e-02,-1.704718105450248489e+00,-1.476087055142102145e+00
1.791158231646329213e+01,1.520277973421962359e-01,3.945652175805847706e-01,-1.646312851284328221e-02,-1.720463880286725367e+00,-2.114217356811149529e+00
1.791558311662332414e+01,1.535925632426430876e-01,3.876509960135858801e-01,-1.511404901161182007e-02,-1.735904621499179568e+00,-1.448509452851113766e+00
1.791958391678335616e+01,1.551295439743968219e-01,3.806756124892475279e-01,-1.376336124529755137e-02,-1.751038362782589397e+00,-1.840023025848086746e+00
1.792358471694338817e+01,1.566384973470292263e-01,3.736402990291272652e-01,-1.241130042074534492e-02,-1.765863190963714358e+00,-1.667639321942144814e+00
1.792758551710342019e+01,1.581191860913844505e-01,3.665462951406064929e-01,-1.105810177494312603e-02,-1.780377245535065711e+00,-2.045119234579293899e+00
1.793158631726345220e+01,1.595713778068961752e-01,3.593948482146502865e-01,-9.704000648074743995e-03,-1.794578717624727648e+00,-1.971016181290222491e+00
1.793558711742348422e+01,1.609948451384878576e-01,3.521872125532146680e-01,-8.349232293141776312e-03,-1.808465851169873684e+00,-1.735200923229680114e+00
1.793958791758351623e+01,1.623893658167682996e-01,3.449246490693723688e-01,-6.994031820151068099e-03,-1.822036942754146738e+00,-2.178901706915361114e+00
1.794358871774354824e+01,1.637547226580314819e-01,3.376084252873130520e-01,-5.638634196114719090e-03,-1.835290341072451037e+00,-1.673710436269947088e+00
1.794758951790358026e+01,1.650907035644776089e-01,3.302398153396182701e-01,-4.283274244547881186e-03,-1.848224446399275189e+00,-1.955971167649946052e+00
1.795159031806361227e+01,1.663971015331154601e-01,3.228200996532622491e-01,-2.928186589096475750e-03,-1.860837710097207998e+00,-1.805469062019659843e+00
1.795559111822364429e+01,1.676737146145321211e-01,3.153505651700581058e-01,-1.573605694719740124e-03,-1.873128633689311373e+00,-1.843487662419713846e+00
1.795959191838367630e+01,1.689203460391155986e-01,3.078325046310320112e-01,-2.197657271267054388e-04,-1.885095769560723777e+00,-1.995916292446295426e+00
1.796359271854370832e+01,1.701368042648249979e-01,3.002672161657810590e-01,1.133099524530381194e-03,-1.896737720882245348e+00,-1.634053794950714567e+00
1.796759351870374033e+01,1.713229029771904943e-01,2.926560032924732102e-01,2.484756647656047139e-03,-1.908053141101201611e+00,-1.439790192955158199e+00
1.797159431886377234e+01,1.724784610900600146e-01,2.850001749017909702e-01,3.834972609245188881e-03,-1.919040733442844093e+00,-1.792889485432469954e+00
1.797559511902380436e+01,1.736033027391603589e-01,2.773010450250972259e-01,5.183514800399805639e-03,-1.929699250306863734e+00,-2.272831660915554775e+00
1.797959591918383637e+01,1.746972572763081377e-01,2.695599329391160093e-01,6.530151019965086540e-03,-1.940027492734302861e+00,-1.915646361238598994e+00
1.798359671934386839e+01,1.757601593693753073e-01,2.617781624057474721e-01,7.874649619637467263e-03,-1.950024310866475874e+00,-1.995172248492894207e+00
1.798759751950390040e+01,1.767918490194661241e-01,2.539570614808259186e-01,9.216779540108634497e-03,-1.959688603625914238e+00,-1.777604268985820024e+00
1.799159831966393241e+01,1.777921715609173392e-01,2.460979625141196669e-01,1.055631031106551293e-02,-1.969019318254032092e+00,-1.956744467205834948e+00
1.799559911982396443e+01,1.787609776683194984e-01,2.382022019654296829e-01,1.189301208731377915e-02,-1.978015449904353851e+00,-1.549367215371055595e+00
1.799959991998399644e+01,1.796981233212271711e-01,2.302711205499225477e-01,1.322665562676546627e-02,-1.986676040849052249e+00,-1.848040595579950818e+00
1.800360072014402846e+01,1.806034698629615798e-01,2.223060628016964579e-01,1.455701237377291651e-02,-1.995000180603253348e+00,-1.875317982581550247e+00
1.800760152030406047e+01,1.814768840549186857e-01,2.143083764879282205e-01,1.588385457003132356e-02,-2.002987005992649561e+00,-2.071587652603263940e+00
1.801160232046409249e+01,1.823182380767544575e-01,2.062794126064119160e-01,1.720695525504844017e-02,-2.010635700747748000e+00,-2.188519326491755734e+00
1.801560312062412450e+01,1.831274095269134206e-01,1.982205253727043759e-01,1.852608826862290128e-02,-2.017945495111208576e+00,-2.034916824881896069e+00
1.801960392078415651e+01,1.839042814186678809e-01,1.901330719598711139e-01,1.984102830476907123e-02,-2.024915665375910390e+00,-1.984319824806459742e+00
1.802360472094418853e+01,1.846487421476516733e-01,1.820184128744949115e-01,2.115155084760011669e-02,-2.031545533226188471e+00,-1.935700989198338773e+00
1.802760552110422054e+01,1.853606855717543633e-01,1.738779110777768644e-01,2.245743233498957367e-02,-2.037834466099127440e+00,-1.997596550842141161e+00
1.803160632126425256e+01,1.860400110310577726e-01,1.657129316811589703e-01,2.375845021588267672e-02,-2.043781877011170423e+00,-2.099763196146450017e+00
1.803560712142428457e+01,1.866866233478360060e-01,1.575248419463242955e-01,2.505438295029634860e-02,-2.049387224230863058e+00,-2.039484860044471048e+00
1.803960792158431659e+01,1.873004328267207086e-01,1.493150112668157337e-01,2.634501001288013997e-02,-2.054650010964250484e+00,-2.147173825348806631e+00
1.804360872174434860e+01,1.878813552390419528e-01,1.410848109294291775e-01,2.763011194510684235e-02,-2.059569784860538988e+00,-2.257491519101798350e+00
1.804760952190438061e+01,1.884293118054544691e-01,1.328356144866312261e-01,2.890947029337984434e-02,-2.064146137597136388e+00,-2.237646565933002041e+00
1.805161032206441263e+01,1.889442292576189175e-01,1.245687968365127851e-01,3.018286777638187757e-02,-2.068378705137852602e+00,-1.969795092941305059e+00
1.805561112222444464e+01,1.894260398483923469e-01,1.162857339582774319e-01,3.145008833432012124e-02,-2.072267167555838618e+00,-1.927148186698663501e+00
1.805961192238447666e+01,1.898746813518281118e-01,1.079878029122414568e-01,3.271091712892619519e-02,-2.075811248799852127e+00,-2.119136013413265740e+00
1.806361272254450867e+01,1.902900970628542132e-01,9.967638182613589026e-02,3.396514054610258460e-02,-2.079010716470579556e+00,-2.106331507903382416e+00
1.806761352270454069e+01,1.906722357744086160e-01,9.135284969213028350e-02,3.521254624223115609e-02,-2.081865381354315758e+00,-1.972610855953876197e+00
1.807161432286457270e+01,1.910210517715389411e-01,8.301858667842962336e-02,3.645292309562038480e-02,-2.084375097217714412e+00,-2.111650832276520173e+00
1.807561512302460471e+01,1.913365048705867322e-01,7.467497326179785289e-02,3.768606135913451366e-02,-2.086539760940930410e+00,-1.458180464680094879e+00
1.807961592318463673e+01,1.916185604221489203e-01,6.632338997097708688e-02,3.891175270701597438e-02,-2.088359312368579079e+00,-2.062647037577900022e+00
1.808361672334466874e+01,1.918671893110777404e-01,5.796521738668784784e-02,4.012979023488542907e-02,-2.089833734178694780e+00,-2.193717269782208490e+00
1.808761752350470076e+01,1.920823679547584428e-01,4.960183612804391906e-02,4.133996846263771757e-02,-2.090963051748307766e+00,-2.453123653305920637e+00
1.809161832366473277e+01,1.922640782723213648e-01,4.123462677520614572e-02,4.254208336040386090e-02,-2.091747332726080710e+00,-2.049714926688848138e+00
1.809561912382476478e+01,1.924123077004776250e-01,3.286496980477811997e-02,4.373593236311884569e-02,-2.092186687112961962e+00,-1.887184398005354868e+00
1.809961992398479680e+01,1.925270492028622604e-01,2.449424494435747945e-02,4.492131447988657184e-02,-2.092281267220339913e+00,-2.103547212239406328e+00
1.810362072414482881e+01,1.926083012662524740e-01,1.612383107321872788e-02,4.609803031209831065e-02,-2.092031267577129761e+00,-1.843796130829258750e+00
1.810762152430486083e+01,1.926560679012929711e-01,7.755104071908377333e-03,4.726588205685852001e-02,-2.091436924481398396e+00,-2.210044394648489341e+00
1.811162232446489284e+01,1.926703585883178804e-01,-6.105666230134115802e-04,4.842467352852514867e-02,-2.090498440200816432e+00,-2.110720346506385070e+00
1.811562312462492486e+01,1.926511883602917419e-01,-8.971753844151660745e-03,4.957421015975494588e-02,-2.089200270945358096e+00,-2.126274652832063072e+00
1.811962392478495687e+01,1.925985780848449014e-01,-1.732700254591844000e-02,5.071429911398126628e-02,-2.087530825361123554e+00,-2.237796342421888518e+00
1.812362472494498888e+01,1.925125544912122677e-01,-2.567483928490386230e-02,5.184474930333637932e-02,-2.085490609172872212e+00,-2.382018625922120769e+00
1.812762552510502090e+01,1.923931501769707009e-01,-3.401377371639771607e-02,5.296537139480445022e-02,-2.083080196789844241e+00,-2.273638524112879367e+00
1.813162632526505291e+01,1.922404037211315475e-01,-4.234232361868330019e-02,5.407597784511071481e-02,-2.080300227469171759e+00,-2.460659763522091037e+00
1.813562712542508493e+01,1.920543596415990317e-01,-5.065901315155801887e-02,5.517638287103442118e-02,-2.077151405180670096e+00,-1.925333330122270814e+00
1.813962792558511694e+01,1.918350683362040066e-01,-5.896236805004054227e-02,5.626640258967503111e-02,-2.073634499059779923e+00,-2.107921455843463132e+00
1.814362872574514896e+01,1.915825860887997167e-01,-6.725091751418205144e-02,5.734585504227305425e-02,-2.069750343117532143e+00,-2.090493091698524708e+00
1.814762952590518097e+01,1.912969750692618265e-01,-7.552319420906628000e-02,5.841456019421006202e-02,-2.065499836269897749e+00,-2.180361212057539966e+00
1.815163032606521298e+01,1.909783033152293863e-01,-8.377773444203552577e-02,5.947233995436152637e-02,-2.060883942153548531e+00,-1.870535337151706612e+00
1.815563112622524500e+01,1.906266447099255190e-01,-9.201307824649698763e-02,6.051901818088342710e-02,-2.055903688919904493e+00,-2.225158634579138539e+00
1.815963192638527701e+01,1.902420789792558242e-01,-1.002277697741548457e-01,6.155442073362269589e-02,-2.050560169196685045e+00,-1.713616564128396913e+00
1.816363272654530903e+01,1.898246916442871690e-01,-1.084203580381829513e-01,6.257837556262119127e-02,-2.044854539521502090e+00,-1.827853891788512541e+00
1.816763352670534104e+01,1.893745740202099348e-01,-1.165893969263089719e-01,6.359071270962272926e-02,-2.038788020386699262e+00,-2.178610828463239280e+00
1.817163432686537305e+01,1.888918232099766059e-01,-1.247334452636751079e-01,6.459126431492535902e-02,-2.032361896226685616e+00,-2.072473041685729545e+00
1.817563512702540507e+01,1.883765420609416763e-01,-1.328510671256994125e-01,6.557986464841446261e-02,-2.025577514975563709e+00,-1.899750711928672731e+00
1.817963592718543708e+01,1.878288391949379244e-01,-1.409408315388537558e-01,6.655635007683760596e-02,-2.018436288513826060e+00,-1.768152685918072509e+00
1.818363672734546910e+01,1.872488289181970800e-01,-1.490013136574784847e-01,6.752055919964813913e-02,-2.010939691598908841e+00,-2.169392549559683303e+00
1.818763752750550111e+01,1.866366312049175247e-01,-1.570310949517549348e-01,6.847233287017248649e-02,-2.003089261741083149e+00,-2.102888721514182713e+00
1.819163832766553313e+01,1.859923716972642360e-01,-1.650287632077055699e-01,6.941151419561006342e-02,-1.994886599290903284e+00,-1.493893316905688273e+00
1.819563912782556514e+01,1.853161816883950874e-01,-1.729929126544319240e-01,7.033794854970712440e-02,-1.986333367329399691e+00,-1.802418476862027719e+00
1.819963992798559715e+01,1.846081980703691283e-01,-1.809221442234886790e-01,7.125148359363978057e-02,-1.977431291163277205e+00,-1.798131583884904350e+00
1.820364072814562917e+01,1.838685633803484043e-01,-1.888150652712244915e-01,7.215196925063724342e-02,-1.968182158969197904e+00,-1.581457162210981426e+00
1.820764152830566118e+01,1.830974256659906596e-01,-1.966702908627778745e-01,7.303925784400508436e-02,-1.958587820238911537e+00,-1.869416180434447794e+00
1.821164232846569320e+01,1.822949384712512777e-01,-2.044864438934702322e-01,7.391320410977220146e-02,-1.948650185708949767e+00,-2.039899737805800584e+00
1.821564312862572521e+01,1.814612608363835033e-01,-2.122621550888057762e-01,7.477366519669077782e-02,-1.938371227467194480e+00,-2.284153000748164963e+00
1.821964392878575723e+01,1.805965572902086813e-01,-2.199960630526104632e-01,7.562050067063381953e-02,-1.927752978972197662e+00,-1.755392000678791087e+00
1.822364472894578924e+01,1.797009977572801842e-01,-2.276868147488853300e-01,7.645357255388617046e-02,-1.916797534084024868e+00,-2.143470240722427533e+00
1.822764552910582125e+01,1.787747576586275478e-01,-2.353330648348742893e-01,7.727274526174413016e-02,-1.905507048379190715e+00,-1.771354952390346904e+00
1.823164632926585327e+01,1.778180177414463159e-01,-2.429334770023365564e-01,7.807788573818043310e-02,-1.893883737201865758e+00,-2.288849851966832993e+00
1.823564712942588528e+01,1.768309640279615846e-01,-2.504867243303761648e-01,7.886886348971207383e-02,-1.881929875164118249e+00,-1.976800320295492019e+00
1.823964792958591730e+01,1.758137878154278910e-01,-2.579914892854419661e-01,7.964555058540041810e-02,-1.869647796259356731e+00,-1.873240841392418643e+00
1.824364872974594931e+01,1.747666856761293519e-01,-2.654464637213276301e-01,8.040782165685107785e-02,-1.857039893977970646e+00,-2.107344202967244673e+00
1.824764952990598132e+01,1.736898594012215580e-01,-2.728503491517001445e-01,8.115555391929356321e-02,-1.844108620769600471e+00,-1.953468898484099769e+00
1.825165033006601334e+01,1.725835159656567974e-01,-2.802018567775649838e-01,8.188862716372675987e-02,-1.830856487775503805e+00,-1.997215052289559090e+00
1.825565113022604535e+01,1.714478675823249421e-01,-2.874997073794757219e-01,8.260692375777137220e-02,-1.817286065549321483e+00,-1.791326789379755313e+00
1.825965193038607737e+01,1.702831314737340007e-01,-2.947426326499968940e-01,8.331032876344772464e-02,-1.803399981464777424e+00,-2.055211053549742761e+00
1.826365273054610938e+01,1.690895298632184851e-01,-3.019293752410932008e-01,8.399872994115620273e-02,-1.789200919719383220e+00,-1.841612248673284213e+00
1.826765353070614140e+01,1.678672899749395764e-01,-3.090586887641295633e-01,8.467201774967723915e-02,-1.774691621441491840e+00,-1.499863183068029127e+00
1.827165433086617341e+01,1.666166440338849308e-01,-3.161293377898707901e-01,8.533008534617125829e-02,-1.759874884797013150e+00,-1.479708931213591816e+00
1.827565513102620542e+01,1.653378291661124766e-01,-3.231400982444320724e-01,8.597282861120650321e-02,-1.744753563942037733e+00,-1.366673412395103204e+00
1.827965593118623744e+01,1.640310874281525610e-01,-3.300897571438050626e-01,8.660014611810080976e-02,-1.729330569491320579e+00,-1.646290666046109852e+00
1.828365673134626945e+01,1.626966658019598500e-01,-3.369771128287918360e-01,8.721193916480429742e-02,-1.713608868520242634e+00,-1.795030076117164253e+00
1.828765753150630147e+01,1.613348159434215834e-01,-3.438009761451383817e-01,8.780811186410167335e-02,-1.697591481714960882e+00,-1.631861047119880892e+00
1.829165833166633348e+01,1.599457941798247407e-01,-3.505601704546158492e-01,8.838857114440260010e-02,-1.681281483428044732e+00,-1.539209686108551134e+00
1.829565913182636550e+01,1.585298615098561792e-01,-3.572535316350206047e-01,8.895322674974170951e-02,-1.664682001761109698e+00,-1.608699857920228959e+00
