t,v,q_eff,p_pol,dv_dt,dv_dt_noisy
1.212542508501700311e+01,9.967131315330648444e-01,3.336975351370637943e-01,3.994723011771876275e-01,-8.502014149869285831e-06,5.879638178639521109e-03
1.212842568513702624e+01,9.967131060575254997e-01,3.336975414518839056e-01,3.994723034524210736e-01,-8.478516749454989565e-06,-1.094983802754606259e-02
1.213142628525705113e+01,9.967130806525497100e-01,3.336975477511007759e-01,3.994723057081719375e-01,-8.455080668212655581e-06,-7.302703003189561261e-03
1.213442688537707426e+01,9.967130553179530672e-01,3.336975540347494329e-01,3.994723079445319791e-01,-8.431705757760976638e-06,-1.576904473518992225e-02
1.213742748549709916e+01,9.967130300535511633e-01,3.336975603028648485e-01,3.994723101615926808e-01,-8.408391869219045134e-06,-2.045263866335245585e-03
1.214042808561712228e+01,9.967130048591604785e-01,3.336975665554820503e-01,3.994723123594454695e-01,-8.385138854941076580e-06,-1.031260274413010533e-02
1.214342868573714718e+01,9.967129797345972708e-01,3.336975727926357327e-01,3.994723145381814944e-01,-8.361946566642908252e-06,2.166061232699336911e-02
1.214642928585717030e+01,9.967129546796786865e-01,3.336975790143607568e-01,3.994723166978916828e-01,-8.338814857150600446e-06,1.920736508730726266e-02
1.214942988597719520e+01,9.967129296942219829e-01,3.336975852206918169e-01,3.994723188386668511e-01,-8.315743579123680007e-06,-9.411937089201533740e-03
1.215243048609721832e+01,9.967129047780448614e-01,3.336975914116635522e-01,3.994723209605975378e-01,-8.292732585596374051e-06,1.290942028807082588e-03
1.215543108621724322e+01,9.967128799309655784e-01,3.336975975873104350e-01,3.994723230637741151e-01,-8.269781730144143417e-06,4.112427032326097624e-03
1.215843168633726634e+01,9.967128551528023905e-01,3.336976037476670487e-01,3.994723251482868442e-01,-8.246890866495104611e-06,-5.561082959621352177e-03
1.216143228645729124e+01,9.967128304433744423e-01,3.336976098927677548e-01,3.994723272142255421e-01,-8.224059848543907592e-06,-4.017202360231238167e-03
1.216443288657731436e+01,9.967128058025007675e-01,3.336976160226469146e-01,3.994723292616801924e-01,-8.201288530754191619e-06,6.300269774297072474e-03
1.216743348669733926e+01,9.967127812300009548e-01,3.336976221373388340e-01,3.994723312907402235e-01,-8.178576767464695862e-06,-2.822602871845381056e-03
1.217043408681736238e+01,9.967127567256952592e-01,3.336976282368776525e-01,3.994723333014951194e-01,-8.155924414027238001e-06,-3.124502421906293244e-03
1.217343468693738728e+01,9.967127322894040464e-01,3.336976343212975094e-01,3.994723352940340311e-01,-8.133331325543835533e-06,-4.173474454062477330e-04
1.217643528705741041e+01,9.967127079209480156e-01,3.336976403906325439e-01,3.994723372684459983e-01,-8.110797357588350742e-06,1.224666210841350751e-02
1.217943588717743530e+01,9.967126836201483098e-01,3.336976464449166735e-01,3.994723392248197835e-01,-8.088322366067712821e-06,-2.725977186867734048e-03
1.218243648729745843e+01,9.967126593868265161e-01,3.336976524841838154e-01,3.994723411632440380e-01,-8.065906206861095384e-06,3.762818281071014358e-03
1.218543708741748333e+01,9.967126352208046658e-01,3.336976585084678315e-01,3.994723430838071354e-01,-8.043548736944017286e-06,2.274530653584649811e-03
1.218843768753750645e+01,9.967126111219050122e-01,3.336976645178025280e-01,3.994723449865972831e-01,-8.021249812792397016e-06,7.038896768470677932e-03
1.219143828765753135e+01,9.967125870899503637e-01,3.336976705122216003e-01,3.994723468717025217e-01,-7.999009291700942548e-06,-2.056195452474873786e-03
1.219443888777755447e+01,9.967125631247636397e-01,3.336976764917586880e-01,3.994723487392107253e-01,-7.976827030908850702e-06,-5.033095275923849324e-03
1.219743948789757937e+01,9.967125392261684258e-01,3.336976824564473199e-01,3.994723505892094351e-01,-7.954702888335329902e-06,-6.995841095094657014e-03
1.220044008801760249e+01,9.967125153939886406e-01,3.336976884063209692e-01,3.994723524217860811e-01,-7.932636721830199633e-06,2.268610948381908927e-03
1.220344068813762739e+01,9.967124916280484248e-01,3.336976943414131647e-01,3.994723542370279823e-01,-7.910628389798390891e-06,1.287595952159644851e-03
1.220644128825765051e+01,9.967124679281724742e-01,3.336977002617571575e-01,3.994723560350220692e-01,-7.888677750908512643e-06,-2.677435115277901519e-03
1.220944188837767541e+01,9.967124442941858176e-01,3.336977061673862544e-01,3.994723578158552724e-01,-7.866784664273263061e-06,2.116315132789147423e-03
1.221244248849769853e+01,9.967124207259138169e-01,3.336977120583337064e-01,3.994723595796141891e-01,-7.844948988769417930e-06,2.355448791574196385e-02
1.221544308861772343e+01,9.967123972231821671e-01,3.336977179346325983e-01,3.994723613263852502e-01,-7.823170584189687027e-06,7.784460331270200498e-03
1.221844368873774656e+01,9.967123737858172294e-01,3.336977237963160703e-01,3.994723630562547201e-01,-7.801449310521069158e-06,-1.845449020110995209e-02
1.222144428885777145e+01,9.967123504136453649e-01,3.336977296434169848e-01,3.994723647693086410e-01,-7.779785027806074282e-06,1.292710833481757436e-02
1.222444488897779458e+01,9.967123271064937118e-01,3.336977354759684267e-01,3.994723664656328888e-01,-7.758177596642323870e-06,1.340087002354166347e-03
1.222744548909781948e+01,9.967123038641894084e-01,3.336977412940031473e-01,3.994723681453131725e-01,-7.736626877599683816e-06,-1.026175997979530442e-02
1.223044608921784260e+01,9.967122806865601481e-01,3.336977470975539539e-01,3.994723698084348684e-01,-7.715132732039053920e-06,1.334892021476376603e-02
1.223344668933786750e+01,9.967122575734341794e-01,3.336977528866535425e-01,3.994723714550832416e-01,-7.693695021210311680e-06,-8.846079929035085805e-04
1.223644728945789062e+01,9.967122345246399728e-01,3.336977586613346092e-01,3.994723730853434462e-01,-7.672313607043346195e-06,1.008330635122623060e-02
1.223944788957791552e+01,9.967122115400062210e-01,3.336977644216297390e-01,3.994723746993003588e-01,-7.650988351454168779e-06,-6.225976754174653537e-03
1.224244848969793864e+01,9.967121886193621716e-01,3.336977701675712948e-01,3.994723762970385228e-01,-7.629719116664102074e-06,1.048183223741737391e-02
1.224544908981796354e+01,9.967121657625376274e-01,3.336977758991918619e-01,3.994723778786425372e-01,-7.608505765532846965e-06,-2.909213140973134111e-03
1.224844968993798666e+01,9.967121429693625023e-01,3.336977816165236921e-01,3.994723794441967235e-01,-7.587348160975615485e-06,9.484450156870332868e-03
1.225145029005801156e+01,9.967121202396670432e-01,3.336977873195991484e-01,3.994723809937850145e-01,-7.566246166046397548e-06,8.103907822599978189e-03
1.225445089017803468e+01,9.967120975732822741e-01,3.336977930084504274e-01,3.994723825274914542e-01,-7.545199644687361484e-06,-1.160912457980609915e-02
1.225745149029805958e+01,9.967120749700392190e-01,3.336977986831096143e-01,3.994723840453996422e-01,-7.524208460424341993e-06,3.589938391076172297e-03
1.226045209041808270e+01,9.967120524297693462e-01,3.336978043436089059e-01,3.994723855475931784e-01,-7.503272477726863343e-06,4.615585904539373265e-03
1.226345269053810760e+01,9.967120299523047899e-01,3.336978099899801653e-01,3.994723870341552185e-01,-7.482391560828527410e-06,-6.859719199220103755e-04
1.226645329065813073e+01,9.967120075374776844e-01,3.336978156222554226e-01,3.994723885051690293e-01,-7.461565574823358915e-06,-1.790555985913220780e-02
1.226945389077815562e+01,9.967119851851208301e-01,3.336978212404664856e-01,3.994723899607173778e-01,-7.440794384569460185e-06,2.717363299971613504e-03
1.227245449089817875e+01,9.967119628950671384e-01,3.336978268446451623e-01,3.994723914008830867e-01,-7.420077855674334089e-06,-3.291741343783912734e-03
1.227545509101820365e+01,9.967119406671502979e-01,3.336978324348232050e-01,3.994723928257486456e-01,-7.399415853662216769e-06,1.186284158785154419e-02
1.227845569113822677e+01,9.967119185012039972e-01,3.336978380110322551e-01,3.994723942353963220e-01,-7.378808244848378273e-06,-1.073894433881479420e-02
1.228145629125825167e+01,9.967118963970625911e-01,3.336978435733038428e-01,3.994723956299082723e-01,-7.358254895450944133e-06,9.731035260848518859e-03
1.228445689137827479e+01,9.967118743545606563e-01,3.336978491216694986e-01,3.994723970093664867e-01,-7.337755671965595639e-06,1.271274823559015660e-03
1.228745749149829969e+01,9.967118523735329916e-01,3.336978546561606418e-01,3.994723983738526218e-01,-7.317310441568025681e-06,2.533298771630600535e-02
1.229045809161832281e+01,9.967118304538152840e-01,3.336978601768086916e-01,3.994723997234482238e-01,-7.296919071420049363e-06,-1.017514194717021592e-02
1.229345869173834593e+01,9.967118085952431095e-01,3.336978656836449009e-01,3.994724010582346163e-01,-7.276581429113693211e-06,9.461742644438633082e-03
1.229645929185837083e+01,9.967117867976527101e-01,3.336978711767005223e-01,3.994724023782930122e-01,-7.256297382629561810e-06,-5.446138055432635586e-03
1.229945989197839396e+01,9.967117650608805501e-01,3.336978766560066423e-01,3.994724036837042913e-01,-7.236066799962137530e-06,-9.588005936573870680e-03
1.230246049209841885e+01,9.967117433847636487e-01,3.336978821215944579e-01,3.994724049745491667e-01,-7.215889549855303287e-06,1.066076094628974971e-02
1.230546109221844198e+01,9.967117217691391362e-01,3.336978875734948335e-01,3.994724062509082962e-01,-7.195765501011308629e-06,5.933683834292949322e-03
1.230846169233846688e+01,9.967117002138449200e-01,3.336978930117388553e-01,3.994724075128620044e-01,-7.175694522340569925e-06,1.038812557106223375e-02
1.231146229245849000e+01,9.967116787187189075e-01,3.336978984363572764e-01,3.994724087604903939e-01,-7.155676483752704264e-06,-1.619266930278051575e-02
1.231446289257851490e+01,9.967116572835995614e-01,3.336979038473809056e-01,3.994724099938735118e-01,-7.135711254394050407e-06,-1.208205451228682066e-02
1.231746349269853802e+01,9.967116359083257882e-01,3.336979092448405515e-01,3.994724112130910720e-01,-7.115798704798725893e-06,5.796055328014996719e-03
1.232046409281856292e+01,9.967116145927368276e-01,3.336979146287668008e-01,3.994724124182226221e-01,-7.095938704987370116e-06,-8.559954914537848056e-03
1.232346469293858604e+01,9.967115933366721414e-01,3.336979199991902956e-01,3.994724136093475986e-01,-7.076131125910434250e-06,1.312384268349173905e-02
1.232646529305861094e+01,9.967115721399718575e-01,3.336979253561414560e-01,3.994724147865451047e-01,-7.056375838143669199e-06,1.661116937720721887e-02
1.232946589317863406e+01,9.967115510024763259e-01,3.336979306996508132e-01,3.994724159498941884e-01,-7.036672713386926681e-06,-1.334335134443912461e-03
1.233246649329865896e+01,9.967115299240262294e-01,3.336979360297487318e-01,3.994724170994736201e-01,-7.017021622882091414e-06,2.879317848754012763e-04
1.233546709341868208e+01,9.967115089044629173e-01,3.336979413464654654e-01,3.994724182353619479e-01,-6.997422438828615476e-06,2.477178846219975621e-04
1.233846769353870698e+01,9.967114879436276276e-01,3.336979466498312674e-01,3.994724193576376092e-01,-6.977875033092884038e-06,-2.936638155995418067e-03
1.234146829365873010e+01,9.967114670413624866e-01,3.336979519398762806e-01,3.994724204663788192e-01,-6.958379278387827327e-06,-3.854606877484286951e-04
1.234446889377875500e+01,9.967114461975096207e-01,3.336979572166305918e-01,3.994724215616634599e-01,-6.938935047412497781e-06,-2.337474678794541818e-03
1.234746949389877813e+01,9.967114254119119332e-01,3.336979624801242883e-01,3.994724226435694692e-01,-6.919542213407181563e-06,4.273145476287569175e-03
1.235047009401880302e+01,9.967114046844122166e-01,3.336979677303872349e-01,3.994724237121743959e-01,-6.900200649778698292e-06,-3.341993010684379730e-03
1.235347069413882615e+01,9.967113840148541515e-01,3.336979729674492967e-01,3.994724247675556783e-01,-6.880910230072645462e-06,-5.219384913387581371e-03
1.235647129425885105e+01,9.967113634030814184e-01,3.336979781913403942e-01,3.994724258097904213e-01,-6.861670828597898897e-06,-3.007291787267615292e-03
1.235947189437887417e+01,9.967113428489383642e-01,3.336979834020901148e-01,3.994724268389557853e-01,-6.842482319704967786e-06,-6.129496116289395551e-03
1.236247249449889907e+01,9.967113223522694465e-01,3.336979885997282125e-01,3.994724278551285424e-01,-6.823344577716605741e-06,-8.130062507172513371e-04
1.236547309461892219e+01,9.967113019129196783e-01,3.336979937842842747e-01,3.994724288583852423e-01,-6.804257477968644885e-06,5.385330079131554412e-03
1.236847369473894709e+01,9.967112815307345164e-01,3.336979989557877779e-01,3.994724298488023795e-01,-6.785220895588750523e-06,2.055485975214415423e-02
1.237147429485897021e+01,9.967112612055596399e-01,3.336980041142681985e-01,3.994724308264562262e-01,-6.766234706148677169e-06,-1.629424106676585771e-02
1.237447489497899511e+01,9.967112409372411719e-01,3.336980092597549019e-01,3.994724317914227218e-01,-6.747298785608757399e-06,-1.378690779253744295e-02
1.237747549509901823e+01,9.967112207256255685e-01,3.336980143922771980e-01,3.994724327437777500e-01,-6.728413009970957148e-06,-6.905984635993327007e-04
1.238047609521904313e+01,9.967112005705599520e-01,3.336980195118643411e-01,3.994724336835969725e-01,-6.709577256069909623e-06,3.090094961755279735e-04
1.238347669533906625e+01,9.967111804718913337e-01,3.336980246185455301e-01,3.994724346109558288e-01,-6.690791400421058910e-06,-4.556928697256515241e-04
1.238647729545909115e+01,9.967111604294676130e-01,3.336980297123497974e-01,3.994724355259294812e-01,-6.672055320289249636e-06,1.871563189232339219e-02
1.238947789557911427e+01,9.967111404431366894e-01,3.336980347933061197e-01,3.994724364285931473e-01,-6.653368893189126609e-06,-1.826418487191912993e-02
1.239247849569913917e+01,9.967111205127471285e-01,3.336980398614435850e-01,3.994724373190214894e-01,-6.634731996565945700e-06,-1.557411409763446129e-03
1.239547909581916230e+01,9.967111006381476068e-01,3.336980449167910034e-01,3.994724381972893368e-01,-6.616144508961308013e-06,-1.273228324993283880e-02
1.239847969593918720e+01,9.967110808191874671e-01,3.336980499593771854e-01,3.994724390634710187e-01,-6.597606308139658537e-06,-3.031655297416444624e-03
1.240148029605921032e+01,9.967110610557162742e-01,3.336980549892308301e-01,3.994724399176409202e-01,-6.579117273197709892e-06,5.140741451834224436e-03
1.240448089617923522e+01,9.967110413475838149e-01,3.336980600063806923e-01,3.994724407598729821e-01,-6.560677282926863363e-06,-1.444232215333899998e-02
1.240748149629925834e+01,9.967110216946407641e-01,3.336980650108553603e-01,3.994724415902412007e-01,-6.542286216659753961e-06,1.023129406499895429e-02
1.241048209641928324e+01,9.967110020967375750e-01,3.336980700026833113e-01,3.994724424088191839e-01,-6.523943953867794576e-06,-8.467337090146237824e-03
1.241348269653930636e+01,9.967109825537254775e-01,3.336980749818929670e-01,3.994724432156804284e-01,-6.505650374577509609e-06,-1.048782432929659843e-02
1.241648329665933126e+01,9.967109630654561458e-01,3.336980799485128046e-01,3.994724440108982089e-01,-6.487405358995834703e-06,-1.646474234353983990e-02
1.241948389677935438e+01,9.967109436317811433e-01,3.336980849025711349e-01,3.994724447945456336e-01,-6.469208787579505682e-06,-7.003891602790424283e-03
1.242248449689937928e+01,9.967109242525530322e-01,3.336980898440961019e-01,3.994724455666955887e-01,-6.451060541173836427e-06,-7.426846422033561712e-03
1.242548509701940240e+01,9.967109049276243748e-01,3.336980947731159608e-01,3.994724463274207382e-01,-6.432960500957207728e-06,8.278315392603985412e-03
1.242848569713942730e+01,9.967108856568481778e-01,3.336980996896588003e-01,3.994724470767935798e-01,-6.414908548205144889e-06,-1.562623791753126046e-02
1.243148629725945042e+01,9.967108664400778917e-01,3.336981045937526535e-01,3.994724478148864444e-01,-6.396904564748284727e-06,2.124311726091094189e-03
1.243448689737947532e+01,9.967108472771674110e-01,3.336981094854254981e-01,3.994724485417714410e-01,-6.378948432680942027e-06,8.406605994114484462e-03
1.243748749749949845e+01,9.967108281679708526e-01,3.336981143647052006e-01,3.994724492575204566e-01,-6.361040034486009631e-06,-2.525960428313381995e-03
1.244048809761952334e+01,9.967108091123427771e-01,3.336981192316195166e-01,3.994724499622052671e-01,-6.343179252382702416e-06,7.677994640171575957e-03
1.244348869773954647e+01,9.967107901101380785e-01,3.336981240861963127e-01,3.994724506558972599e-01,-6.325365969714336067e-06,-6.936827618171915143e-03
1.244648929785957137e+01,9.967107711612123166e-01,3.336981289284631225e-01,3.994724513386678777e-01,-6.307600069796470699e-06,4.135521421566102848e-03
1.244948989797959449e+01,9.967107522654211627e-01,3.336981337584477014e-01,3.994724520105881749e-01,-6.289881436069566512e-06,-3.344491939475594759e-03
1.245249049809961939e+01,9.967107334226206206e-01,3.336981385761775276e-01,3.994724526717290947e-01,-6.272209952390417342e-06,2.158265363452905802e-02
1.245549109821964251e+01,9.967107146326672495e-01,3.336981433816799680e-01,3.994724533221613583e-01,-6.254585503129295176e-06,-2.845251960434906548e-03
1.245849169833966741e+01,9.967106958954179419e-01,3.336981481749825562e-01,3.994724539619555204e-01,-6.237007972559327484e-06,-2.998998045796878991e-03
1.246149229845969053e+01,9.967106772107300339e-01,3.336981529561125481e-01,3.994724545911819136e-01,-6.219477245827942369e-06,4.032159033922613420e-03
1.246449289857971543e+01,9.967106585784610839e-01,3.336981577250971998e-01,3.994724552099106485e-01,-6.201993207818889964e-06,-5.295042524404470173e-03
1.246749349869973855e+01,9.967106399984690945e-01,3.336981624819637116e-01,3.994724558182117247e-01,-6.184555743984909704e-06,-1.966459478473155022e-03
1.247049409881976345e+01,9.967106214706126233e-01,3.336981672267391175e-01,3.994724564161548086e-01,-6.167164740319974747e-06,3.378010296656459247e-03
1.247349469893978657e+01,9.967106029947503387e-01,3.336981719594505624e-01,3.994724570038095113e-01,-6.149820082429480195e-06,8.746155952251541757e-03
1.247649529905981147e+01,9.967105845707414646e-01,3.336981766801249139e-01,3.994724575812452216e-01,-6.132521657015166383e-06,-5.964682591525944343e-03
1.247949589917983459e+01,9.967105661984456688e-01,3.336981813887891501e-01,3.994724581485309955e-01,-6.115269350806529225e-06,6.010395207368108119e-04
1.248249649929985949e+01,9.967105478777228411e-01,3.336981860854700832e-01,3.994724587057358889e-01,-6.098063050435920118e-06,-1.716172983793796177e-03
1.248549709941988262e+01,9.967105296084333155e-01,3.336981907701943584e-01,3.994724592529286245e-01,-6.080902643479380032e-06,6.970778364216272116e-03
1.248849769953990752e+01,9.967105113904377589e-01,3.336981954429887876e-01,3.994724597901777585e-01,-6.063788017457438784e-06,8.208793734092438565e-03
1.249149829965993064e+01,9.967104932235973935e-01,3.336982001038799606e-01,3.994724603175516808e-01,-6.046719060320837613e-06,4.033605799813906947e-03
1.249449889977995554e+01,9.967104751077736635e-01,3.336982047528943562e-01,3.994724608351185591e-01,-6.029695660048073336e-06,2.656997956140296629e-03
1.249749949989997866e+01,9.967104570428284571e-01,3.336982093900585089e-01,3.994724613429463944e-01,-6.012717705436432247e-06,1.791531878655810289e-02
1.250050010002000356e+01,9.967104390286239957e-01,3.336982140153987308e-01,3.994724618411029660e-01,-5.995785085172178341e-06,-8.723995382526867834e-03
1.250350070014002668e+01,9.967104210650229446e-01,3.336982186289414454e-01,3.994724623296558308e-01,-5.978897688413420397e-06,1.637037311672925877e-02
1.250650130026005158e+01,9.967104031518883023e-01,3.336982232307129093e-01,3.994724628086723794e-01,-5.962055404512556223e-06,5.380826942065667674e-03
1.250950190038007470e+01,9.967103852890836224e-01,3.336982278207392127e-01,3.994724632782198359e-01,-5.945258123418728502e-06,-1.533119687598543009e-02
1.251250250050009960e+01,9.967103674764724586e-01,3.336982323990466126e-01,3.994724637383652022e-01,-5.928505734970057617e-06,1.295168328851047925e-03
1.251550310062012272e+01,9.967103497139192525e-01,3.336982369656609770e-01,3.994724641891752026e-01,-5.911798129684675551e-06,-1.414384526203679195e-02
1.251850370074014762e+01,9.967103320012883350e-01,3.336982415206084518e-01,3.994724646307165616e-01,-5.895135198136225441e-06,-1.231332844427525212e-03
1.252150430086017074e+01,9.967103143384448138e-01,3.336982460639147940e-01,3.994724650630556151e-01,-5.878516831411828569e-06,-2.028858118358713852e-02
1.252450490098019564e+01,9.967102967252539081e-01,3.336982505956059275e-01,3.994724654862585322e-01,-5.861942920626361797e-06,7.296487841591681699e-03
1.252750550110021877e+01,9.967102791615815027e-01,3.336982551157076093e-01,3.994724659003914269e-01,-5.845413357741247040e-06,-7.889147889038904127e-03
1.253050610122024366e+01,9.967102616472934828e-01,3.336982596242454857e-01,3.994724663055200797e-01,-5.828928034232183641e-06,1.652230302115797675e-02
1.253350670134026679e+01,9.967102441822565106e-01,3.336982641212452028e-01,3.994724667017100495e-01,-5.812486842504682727e-06,-7.233090259507955234e-03
1.253650730146029169e+01,9.967102267663373594e-01,3.336982686067322956e-01,3.994724670890268947e-01,-5.796089675186300028e-06,5.561807183682036587e-04
1.253950790158031481e+01,9.967102093994033574e-01,3.336982730807322439e-01,3.994724674675356746e-01,-5.779736424932346850e-06,-1.356404787653074824e-02
1.254250850170033971e+01,9.967101920813219440e-01,3.336982775432704162e-01,3.994724678373015592e-01,-5.763426984856101498e-06,-1.271855166798917464e-03
1.254550910182036283e+01,9.967101748118856186e-01,3.336982819943944967e-01,3.994724681983575221e-01,-5.747161167315995023e-06,4.534898094527896892e-04
1.254850970194038773e+01,9.967101575907719724e-01,3.336982864341878630e-01,3.994724685506705897e-01,-5.730938657022566218e-06,5.082866647272427617e-03
1.255151030206041085e+01,9.967101404178522195e-01,3.336982908626792699e-01,3.994724688942718482e-01,-5.714759340691433209e-06,2.473201019012350940e-02
1.255451090218043575e+01,9.967101232930078991e-01,3.336982952798944746e-01,3.994724692291962143e-01,-5.698623115835133035e-06,1.650524341581219301e-02
1.255751150230045887e+01,9.967101062161206615e-01,3.336982996858592343e-01,3.994724695554784377e-01,-5.682529880382536369e-06,7.874707129726911392e-03
1.256051210242048377e+01,9.967100891870724899e-01,3.336983040805992506e-01,3.994724698731534906e-01,-5.666479532220880522e-06,-3.207081020907612528e-03
1.256351270254050689e+01,9.967100722057457007e-01,3.336983084641401143e-01,3.994724701822560120e-01,-5.650471969903536618e-06,-2.775202560408666138e-03
1.256651330266053179e+01,9.967100552720223883e-01,3.336983128365074713e-01,3.994724704828208628e-01,-5.634507091567542147e-06,-2.994537866991446324e-03
1.256951390278055491e+01,9.967100383857852020e-01,3.336983171977268015e-01,3.994724707748826265e-01,-5.618584795821779387e-06,-8.437333767444587032e-03
1.257251450290057981e+01,9.967100215469167912e-01,3.336983215478236953e-01,3.994724710584759975e-01,-5.602704981400030704e-06,6.831003794277787193e-03
1.257551510302060294e+01,9.967100047553000275e-01,3.336983258868235769e-01,3.994724713336356703e-01,-5.586867546966689524e-06,-4.222290045749476652e-04
1.257851570314062783e+01,9.967099880108181154e-01,3.336983302147518704e-01,3.994724716003961174e-01,-5.571072392046572119e-06,5.435194678032673372e-03
1.258151630326065096e+01,9.967099713133540373e-01,3.336983345316339999e-01,3.994724718587918666e-01,-5.555319415040393949e-06,-2.297375045061391622e-03
1.258451690338067586e+01,9.967099546627914419e-01,3.336983388374952231e-01,3.994724721088575015e-01,-5.539608516028082796e-06,3.928322449439397741e-03
1.258751750350069898e+01,9.967099380590139779e-01,3.336983431323609639e-01,3.994724723506273834e-01,-5.523939594381799267e-06,1.781146068695536530e-02
1.259051810362072388e+01,9.967099215019052938e-01,3.336983474162564245e-01,3.994724725841359847e-01,-5.508312549473703967e-06,3.766308419930825685e-03
1.259351870374074700e+01,9.967099049913495934e-01,3.336983516892067514e-01,3.994724728094176669e-01,-5.492727281439235831e-06,9.543938497269874657e-03
1.259651930386077190e+01,9.967098885272308584e-01,3.336983559512372577e-01,3.994724730265066803e-01,-5.477183690233422553e-06,-8.171650310794399685e-03
1.259951990398079502e+01,9.967098721094336256e-01,3.336983602023729234e-01,3.994724732354373864e-01,-5.461681675922314128e-06,-1.144180583029838667e-03
1.260252050410081992e+01,9.967098557378423207e-01,3.336983644426390061e-01,3.994724734362440355e-01,-5.446221139224216579e-06,-3.429263390158753498e-03
1.260552110422084304e+01,9.967098394123418137e-01,3.336983686720604303e-01,3.994724736289608225e-01,-5.430801980302324417e-06,5.412151157419603856e-03
1.260852170434086794e+01,9.967098231328169744e-01,3.336983728906622315e-01,3.994724738136218867e-01,-5.415424099861065876e-06,3.387120361946562973e-03
1.261152230446089106e+01,9.967098068991528947e-01,3.336983770984693898e-01,3.994724739902613675e-01,-5.400087398854669374e-06,-6.277843823134849309e-03
1.261452290458091596e+01,9.967097907112349997e-01,3.336983812955068296e-01,3.994724741589132933e-01,-5.384791778320630051e-06,4.000993145430625439e-03
1.261752350470093909e+01,9.967097745689486032e-01,3.336983854817994199e-01,3.994724743196118033e-01,-5.369537139338076415e-06,1.774536105300152230e-03
1.262052410482096398e+01,9.967097584721795744e-01,3.336983896573719743e-01,3.994724744723908705e-01,-5.354323383430226180e-06,-1.508811272077108072e-02
1.262352470494098711e+01,9.967097424208135603e-01,3.336983938222493618e-01,3.994724746172844121e-01,-5.339150411717841216e-06,3.051537735809017123e-04
1.262652530506101201e+01,9.967097264147367630e-01,3.336983979764562291e-01,3.994724747543263454e-01,-5.324018126237617388e-06,1.251602110610491002e-02
1.262952590518103513e+01,9.967097104538353847e-01,3.336984021200173900e-01,3.994724748835505879e-01,-5.308926428762572591e-06,-8.213169848856043814e-03
1.263252650530106003e+01,9.967096945379958495e-01,3.336984062529574913e-01,3.994724750049910011e-01,-5.293875221190624814e-06,1.162537467887575157e-02
1.263552710542108315e+01,9.967096786671048037e-01,3.336984103753011244e-01,3.994724751186812806e-01,-5.278864405725003373e-06,7.710879788568534600e-03
1.263852770554110805e+01,9.967096628410490045e-01,3.336984144870728808e-01,3.994724752246552879e-01,-5.263893884666082101e-06,2.483390087273174181e-03
1.264152830566113117e+01,9.967096470597154312e-01,3.336984185882973519e-01,3.994724753229466629e-01,-5.248963560688935104e-06,5.247412300981539948e-03
1.264452890578115607e+01,9.967096313229911742e-01,3.336984226789990182e-01,3.994724754135891009e-01,-5.234073336038425062e-06,-7.221706135542315698e-03
1.264752950590117919e+01,9.967096156307637678e-01,3.336984267592023046e-01,3.994724754966162417e-01,-5.219223114139026620e-06,7.906194691735654936e-03
1.265053010602120409e+01,9.967095999829205244e-01,3.336984308289316359e-01,3.994724755720616693e-01,-5.204412797429891491e-06,-1.335185912526593889e-02
1.265353070614122721e+01,9.967095843793494225e-01,3.336984348882114371e-01,3.994724756399589127e-01,-5.189642289349372106e-06,-1.034862554687756599e-02
1.265653130626125211e+01,9.967095688199382186e-01,3.336984389370659665e-01,3.994724757003415005e-01,-5.174911493238676385e-06,6.284709674666585921e-03
1.265953190638127523e+01,9.967095533045750022e-01,3.336984429755195936e-01,3.994724757532429615e-01,-5.160220312563912337e-06,-1.011872332723315684e-02
1.266253250650130013e+01,9.967095378331480848e-01,3.336984470035965211e-01,3.994724757986966024e-01,-5.145568650680165668e-06,2.101159418558774805e-02
1.266553310662132326e+01,9.967095224055460001e-01,3.336984510213209520e-01,3.994724758367359518e-01,-5.130956411913967230e-06,4.321812661144722699e-03
1.266853370674134815e+01,9.967095070216573927e-01,3.336984550287170892e-01,3.994724758673942056e-01,-5.116383499814691760e-06,1.002514313476053978e-02
1.267153430686137128e+01,9.967094916813710181e-01,3.336984590258090244e-01,3.994724758907047812e-01,-5.101849818639481171e-06,1.067946571646045083e-02
1.267453490698139618e+01,9.967094763845759653e-01,3.336984630126208495e-01,3.994724759067008746e-01,-5.087355272825888619e-06,-2.931459104148893043e-03
1.267753550710141930e+01,9.967094611311614338e-01,3.336984669891766009e-01,3.994724759154157367e-01,-5.072899766742078320e-06,1.267281925653460876e-03
1.268053610722144420e+01,9.967094459210168456e-01,3.336984709555002593e-01,3.994724759168825079e-01,-5.058483204992136884e-06,5.773028634621014954e-03
1.268353670734146732e+01,9.967094307540318443e-01,3.336984749116158055e-01,3.994724759111344392e-01,-5.044105492610362340e-06,1.100976242083045705e-03
1.268653730746149222e+01,9.967094156300960739e-01,3.336984788575471650e-01,3.994724758982045043e-01,-5.029766534256352450e-06,1.681329608773547701e-02
1.268953790758151534e+01,9.967094005490996222e-01,3.336984827933181519e-01,3.994724758781258434e-01,-5.015466235144816487e-06,1.141062506001350868e-02
1.269253850770154024e+01,9.967093855109325773e-01,3.336984867189526360e-01,3.994724758509314300e-01,-5.001204500865163993e-06,3.278908491646359558e-03
